timestamp,bus_id,house_count,solar_mw,demand_mw,micro_price,battery_soc_pct,grid_frequency_hz
00:04:40,BUS-05,100,0.0,1.1964,5.2955,40.556,49.9944
00:04:50,BUS-05,100,0.0,1.192,5.3092,40.575,49.9982
00:05:00,BUS-05,100,0.0,1.1996,5.2888,40.594,49.9996
00:05:10,BUS-05,100,0.0,1.2189,5.3099,40.613,49.9979
00:05:20,BUS-05,100,0.0,1.1768,5.2584,40.632,49.9985
00:05:30,BUS-05,100,0.0,1.1634,5.274,40.652,49.9962
00:05:40,BUS-05,100,0.0,1.203,5.2786,40.671,50.0037
00:05:50,BUS-05,100,0.0,1.1888,5.3055,40.69,50.0029
00:06:00,BUS-05,100,0.0,1.1968,5.3106,40.709,50.0002
00:06:10,BUS-05,100,0.0,1.2094,5.2951,40.728,49.9945
00:06:20,BUS-05,100,0.0,1.2006,5.3016,40.747,49.9895
00:06:30,BUS-05,100,0.0,1.1846,5.2988,40.766,49.9932
00:06:40,BUS-05,100,0.0,1.2016,5.2936,40.785,49.9899
00:06:50,BUS-05,100,0.0,1.164,5.3008,40.805,49.9854
00:07:00,BUS-05,100,0.0,1.1617,5.256,40.824,49.9888
00:07:10,BUS-05,100,0.0,1.2136,5.3136,40.843,49.9846
00:07:20,BUS-05,100,0.0,1.2024,5.3227,40.862,49.9786
00:07:30,BUS-05,100,0.0,1.226,5.2923,40.881,49.9788
00:07:40,BUS-05,100,0.0,1.1971,5.319,40.9,49.9759
00:07:50,BUS-05,100,0.0,1.1902,5.2784,40.92,49.9767
00:08:00,BUS-05,100,0.0,1.1887,5.3217,40.939,49.9725
00:08:10,BUS-05,100,0.0,1.1972,5.2961,40.958,49.9776
00:08:20,BUS-05,100,0.0,1.1875,5.2831,40.977,49.9772
00:08:30,BUS-05,100,0.0,1.2001,5.2897,40.996,49.9764
00:08:40,BUS-05,100,0.0,1.1752,5.329,41.016,49.9744
00:08:50,BUS-05,100,0.0,1.1879,5.3022,41.035,49.9712
00:09:00,BUS-05,100,0.0,1.2253,5.2936,41.054,49.9664
00:09:10,BUS-05,100,0.0,1.1886,5.3107,41.073,49.9617
00:09:20,BUS-05,100,0.0,1.1996,5.28,41.092,49.9642
00:09:30,BUS-05,100,0.0,1.2082,5.2936,41.111,49.9641
00:09:40,BUS-05,100,0.0,1.1801,5.3227,41.13,49.9617
00:09:50,BUS-05,100,0.0,1.1909,5.2946,41.149,49.9652
00:10:00,BUS-05,100,0.0,1.1921,5.3087,41.169,49.9652
00:10:10,BUS-05,100,0.0,1.1946,5.296,41.188,49.9666
00:10:20,BUS-05,100,0.0,1.2212,5.3058,41.207,49.9709
00:10:30,BUS-05,100,0.0,1.1899,5.3153,41.226,49.9672
00:10:40,BUS-05,100,0.0,1.2174,5.3089,41.245,49.9682
00:10:50,BUS-05,100,0.0,1.2141,5.3166,41.264,49.9732
00:11:00,BUS-05,100,0.0,1.1918,5.2689,41.283,49.9808
00:11:10,BUS-05,100,0.0,1.2155,5.3158,41.302,49.983
00:11:20,BUS-05,100,0.0,1.2338,5.2744,41.321,49.9889
00:11:30,BUS-05,100,0.0,1.1696,5.2721,41.34,49.9926
00:11:40,BUS-05,100,0.0,1.1998,5.2612,41.359,49.9949
00:11:50,BUS-05,100,0.0,1.162,5.2939,41.379,49.9955
00:12:00,BUS-05,100,0.0,1.1956,5.2774,41.398,49.9943
00:12:10,BUS-05,100,0.0,1.1728,5.2732,41.417,49.993
00:12:20,BUS-05,100,0.0,1.1704,5.2923,41.437,49.9944
00:12:30,BUS-05,100,0.0,1.2073,5.2826,41.456,49.9891
00:12:40,BUS-05,100,0.0,1.182,5.2987,41.475,49.9855
00:12:50,BUS-05,100,0.0,1.1859,5.3021,41.494,49.9869
00:13:00,BUS-05,100,0.0,1.2365,5.3177,41.513,49.9806
00:13:10,BUS-05,100,0.0,1.1984,5.2652,41.532,49.9815
00:13:20,BUS-05,100,0.0,1.1917,5.2936,41.551,49.985
00:13:30,BUS-05,100,0.0,1.2015,5.3206,41.57,49.9838
00:13:40,BUS-05,100,0.0,1.1996,5.2813,41.589,49.9752
00:13:50,BUS-05,100,0.0,1.1646,5.2819,41.609,49.9636
00:14:00,BUS-05,100,0.0,1.224,5.2731,41.628,49.9653
00:14:10,BUS-05,100,0.0,1.1831,5.298,41.647,49.9723
00:14:20,BUS-05,100,0.0,1.2009,5.2969,41.666,49.9733
00:14:30,BUS-05,100,0.0,1.2145,5.3017,41.685,49.9765
00:14:40,BUS-05,100,0.0,1.1812,5.28,41.704,49.9799
00:14:50,BUS-05,100,0.0,1.2197,5.2947,41.723,49.9749
00:15:00,BUS-05,100,0.0,1.1999,5.3325,41.742,49.9709
00:15:10,BUS-05,100,0.0,1.2263,5.3145,41.761,49.9702
00:15:20,BUS-05,100,0.0,1.2068,5.3019,41.78,49.9615
00:15:30,BUS-05,100,0.0,1.1989,5.2731,41.799,49.9643
00:15:40,BUS-05,100,0.0,1.1952,5.3208,41.819,49.9658
00:15:50,BUS-05,100,0.0,1.206,5.3289,41.838,49.9676
00:16:00,BUS-05,100,0.0,1.19,5.2567,41.857,49.968
00:16:10,BUS-05,100,0.0,1.2282,5.3177,41.876,49.9732
00:16:20,BUS-05,100,0.0,1.212,5.3015,41.895,49.9751
00:16:30,BUS-05,100,0.0,1.1955,5.2968,41.914,49.9755
00:16:40,BUS-05,100,0.0,1.2272,5.2969,41.933,49.9783
00:16:50,BUS-05,100,0.0,1.1896,5.3291,41.952,49.9769
00:17:00,BUS-05,100,0.0,1.2091,5.2894,41.971,49.9779
00:17:10,BUS-05,100,0.0,1.18,5.3129,41.99,49.9787
00:17:20,BUS-05,100,0.0,1.1929,5.2908,42.01,49.9784
00:17:30,BUS-05,100,0.0,1.202,5.2912,42.029,49.9726
00:17:40,BUS-05,100,0.0,1.1846,5.2784,42.048,49.9776
00:17:50,BUS-05,100,0.0,1.2104,5.2902,42.067,49.9842
00:18:00,BUS-05,100,0.0,1.1892,5.2951,42.086,49.9854
00:18:10,BUS-05,100,0.0,1.1821,5.3373,42.105,49.9874
00:18:20,BUS-05,100,0.0,1.1954,5.2735,42.124,49.9862
00:18:30,BUS-05,100,0.0,1.2057,5.273,42.144,49.9811
00:18:40,BUS-05,100,0.0,1.223,5.3208,42.162,49.9777
00:18:50,BUS-05,100,0.0,1.2274,5.3099,42.181,49.9794
00:19:00,BUS-05,100,0.0,1.2351,5.2862,42.2,49.9791
00:19:10,BUS-05,100,0.0,1.1756,5.3254,42.22,49.9806
00:19:20,BUS-05,100,0.0,1.2173,5.2793,42.238,49.9769
00:19:30,BUS-05,100,0.0,1.1909,5.2909,42.258,49.9792
00:19:40,BUS-05,100,0.0,1.2039,5.29,42.277,49.9809
00:19:50,BUS-05,100,0.0,1.1993,5.2942,42.296,49.9822
00:20:00,BUS-05,100,0.0,1.2091,5.3093,42.315,49.9899
00:20:10,BUS-05,100,0.0,1.201,5.3043,42.334,49.9829
00:20:20,BUS-05,100,0.0,1.165,5.3113,42.353,49.9779
00:20:30,BUS-05,100,0.0,1.2127,5.2608,42.372,49.9776
00:20:40,BUS-05,100,0.0,1.1933,5.309,42.392,49.9759
00:20:50,BUS-05,100,0.0,1.2406,5.2827,42.41,49.9771
00:21:00,BUS-05,100,0.0,1.1789,5.2906,42.43,49.9785
00:21:10,BUS-05,100,0.0,1.1793,5.27,42.449,49.9797
00:21:20,BUS-05,100,0.0,1.22,5.3206,42.468,49.984
00:21:30,BUS-05,100,0.0,1.1915,5.2925,42.487,49.9866
00:21:40,BUS-05,100,0.0,1.193,5.2679,42.506,49.9851
00:21:50,BUS-05,100,0.0,1.174,5.2899,42.526,49.9886
00:22:00,BUS-05,100,0.0,1.2039,5.2596,42.545,49.992
00:22:10,BUS-05,100,0.0,1.1859,5.3032,42.564,49.9922
00:22:20,BUS-05,100,0.0,1.1932,5.2999,42.583,49.9956
00:22:30,BUS-05,100,0.0,1.1782,5.3113,42.602,49.9911
00:22:40,BUS-05,100,0.0,1.2083,5.3252,42.621,49.9826
00:22:50,BUS-05,100,0.0,1.2108,5.2887,42.64,49.9882
00:23:00,BUS-05,100,0.0,1.1947,5.3493,42.659,49.9836
00:23:10,BUS-05,100,0.0,1.1968,5.282,42.679,49.9902
00:23:20,BUS-05,100,0.0,1.2029,5.2881,42.698,49.983
00:23:30,BUS-05,100,0.0,1.2177,5.3201,42.717,49.978
00:23:40,BUS-05,100,0.0,1.2061,5.2859,42.736,49.9747
00:23:50,BUS-05,100,0.0,1.1917,5.284,42.755,49.9758
00:24:00,BUS-05,100,0.0,1.1851,5.2731,42.774,49.9756
00:24:10,BUS-05,100,0.0,1.1768,5.3128,42.793,49.9766
00:24:20,BUS-05,100,0.0,1.1725,5.28,42.813,49.9776
00:24:30,BUS-05,100,0.0,1.1824,5.2836,42.832,49.9817
00:24:40,BUS-05,100,0.0,1.227,5.3063,42.851,49.9784
00:24:50,BUS-05,100,0.0,1.1959,5.3081,42.87,49.9765
00:25:00,BUS-05,100,0.0,1.1972,5.2948,42.889,49.9798
00:25:10,BUS-05,100,0.0,1.1805,5.2955,42.908,49.9802
00:25:20,BUS-05,100,0.0,1.2173,5.2965,42.927,49.9767
00:25:30,BUS-05,100,0.0,1.169,5.2706,42.947,49.9807
00:25:40,BUS-05,100,0.0,1.1675,5.3168,42.966,49.981
00:25:50,BUS-05,100,0.0,1.1726,5.2781,42.985,49.9771
00:26:00,BUS-05,100,0.0,1.1797,5.2773,43.005,49.9794
00:26:10,BUS-05,100,0.0,1.187,5.279,43.024,49.9823
00:26:20,BUS-05,100,0.0,1.2078,5.2709,43.043,49.9785
00:26:30,BUS-05,100,0.0,1.167,5.2866,43.062,49.9872
00:26:40,BUS-05,100,0.0,1.2044,5.2997,43.081,49.9865
00:26:50,BUS-05,100,0.0,1.2009,5.2741,43.1,49.9941
00:27:00,BUS-05,100,0.0,1.172,5.2655,43.12,49.9895
00:27:10,BUS-05,100,0.0,1.2134,5.2767,43.139,49.9919
00:27:20,BUS-05,100,0.0,1.175,5.3235,43.158,49.9903
00:27:30,BUS-05,100,0.0,1.1492,5.2692,43.178,49.9923
00:27:40,BUS-05,100,0.0,1.2187,5.2915,43.196,49.9865
00:27:50,BUS-05,100,0.0,1.1729,5.3232,43.216,49.9831
00:28:00,BUS-05,100,0.0,1.2148,5.2787,43.235,49.9812
00:28:10,BUS-05,100,0.0,1.1659,5.2926,43.254,49.9807
00:28:20,BUS-05,100,0.0,1.1985,5.2721,43.273,49.9804
00:28:30,BUS-05,100,0.0,1.1988,5.3232,43.292,49.9808
00:28:40,BUS-05,100,0.0,1.2336,5.2824,43.311,49.9803
00:28:50,BUS-05,100,0.0,1.1988,5.2802,43.33,49.9788
00:29:00,BUS-05,100,0.0,1.1989,5.3088,43.35,49.9753
00:29:10,BUS-05,100,0.0,1.1981,5.292,43.369,49.9773
00:29:20,BUS-05,100,0.0,1.1869,5.2899,43.388,49.9745
00:29:30,BUS-05,100,0.0,1.1901,5.2951,43.407,49.9765
00:29:40,BUS-05,100,0.0,1.1755,5.2656,43.426,49.9779
00:29:50,BUS-05,100,0.0,1.1889,5.2512,43.446,49.9774
00:30:00,BUS-05,100,0.0,1.2016,5.2928,43.465,49.9786
00:30:10,BUS-05,100,0.0,1.1924,5.2747,43.484,49.978
00:30:20,BUS-05,100,0.0,1.1951,5.2976,43.503,49.9765
00:30:30,BUS-05,100,0.0,1.1783,5.2973,43.522,49.9785
00:30:40,BUS-05,100,0.0,1.1975,5.3075,43.541,49.9773
00:30:50,BUS-05,100,0.0,1.17,5.2987,43.561,49.9803
00:31:00,BUS-05,100,0.0,1.2051,5.2826,43.58,49.982
00:31:10,BUS-05,100,0.0,1.1953,5.3047,43.599,49.985
00:31:20,BUS-05,100,0.0,1.2037,5.3077,43.618,49.9789
00:31:30,BUS-05,100,0.0,1.2211,5.3026,43.637,49.9834
00:31:40,BUS-05,100,0.0,1.172,5.2906,43.656,49.988
00:31:50,BUS-05,100,0.0,1.1544,5.2608,43.676,49.9895
00:32:00,BUS-05,100,0.0,1.1767,5.3211,43.695,49.9863
00:32:10,BUS-05,100,0.0,1.1933,5.3325,43.714,49.9872
00:32:20,BUS-05,100,0.0,1.2287,5.2932,43.733,49.9862
00:32:30,BUS-05,100,0.0,1.1773,5.3032,43.752,49.9839
00:32:40,BUS-05,100,0.0,1.2071,5.3176,43.771,49.9842
00:32:50,BUS-05,100,0.0,1.1861,5.3104,43.791,49.9844
00:33:00,BUS-05,100,0.0,1.2105,5.3053,43.81,49.9885
00:33:10,BUS-05,100,0.0,1.1944,5.2743,43.829,49.9898
00:33:20,BUS-05,100,0.0,1.1705,5.2925,43.848,49.992
00:33:30,BUS-05,100,0.0,1.2056,5.2887,43.867,49.9842
00:33:40,BUS-05,100,0.0,1.1892,5.2474,43.886,49.9811
00:33:50,BUS-05,100,0.0,1.194,5.3036,43.905,49.9851
00:34:00,BUS-05,100,0.0,1.1892,5.3112,43.925,49.9851
00:34:10,BUS-05,100,0.0,1.1503,5.3035,43.944,49.9852
00:34:20,BUS-05,100,0.0,1.2123,5.321,43.963,49.9913
00:34:30,BUS-05,100,0.0,1.2056,5.3131,43.982,49.992
00:34:40,BUS-05,100,0.0,1.1903,5.3144,44.001,49.9914
00:34:50,BUS-05,100,0.0,1.2352,5.2978,44.02,49.9897
00:35:00,BUS-05,100,0.0,1.2036,5.2956,44.039,49.995
00:35:10,BUS-05,100,0.0,1.2264,5.2942,44.058,49.9899
00:35:20,BUS-05,100,0.0,1.1964,5.3179,44.077,49.9929
00:35:30,BUS-05,100,0.0,1.1728,5.301,44.097,49.9888
00:35:40,BUS-05,100,0.0,1.1881,5.317,44.116,49.9823
00:35:50,BUS-05,100,0.0,1.2089,5.2866,44.135,49.9843
00:36:00,BUS-05,100,0.0,1.2185,5.3207,44.154,49.9834
00:36:10,BUS-05,100,0.0,1.1836,5.299,44.173,49.9806
00:36:20,BUS-05,100,0.0,1.1874,5.3005,44.192,49.9838
00:36:30,BUS-05,100,0.0,1.1834,5.2872,44.212,49.9843
00:36:40,BUS-05,100,0.0,1.2165,5.288,44.231,49.9815
00:36:50,BUS-05,100,0.0,1.2218,5.3401,44.25,49.9908
00:37:00,BUS-05,100,0.0,1.2011,5.3286,44.269,49.9914
00:37:10,BUS-05,100,0.0,1.1978,5.2983,44.288,49.9869
00:37:20,BUS-05,100,0.0,1.2081,5.2618,44.307,49.9834
00:37:30,BUS-05,100,0.0,1.1741,5.2779,44.326,49.9866
00:37:40,BUS-05,100,0.0,1.1975,5.3089,44.345,49.9871
00:37:50,BUS-05,100,0.0,1.194,5.2767,44.364,49.989
00:38:00,BUS-05,100,0.0,1.1935,5.3195,44.384,49.9846
00:38:10,BUS-05,100,0.0,1.1995,5.2885,44.403,49.9817
00:38:20,BUS-05,100,0.0,1.196,5.2619,44.422,49.9849
00:38:30,BUS-05,100,0.0,1.1813,5.3481,44.441,49.9837
00:38:40,BUS-05,100,0.0,1.2172,5.3125,44.46,49.983
00:38:50,BUS-05,100,0.0,1.237,5.2912,44.479,49.9821
00:39:00,BUS-05,100,0.0,1.2218,5.312,44.498,49.9845
00:39:10,BUS-05,100,0.0,1.1909,5.3315,44.517,49.9927
00:39:20,BUS-05,100,0.0,1.2102,5.2539,44.536,49.9945
00:39:30,BUS-05,100,0.0,1.2115,5.3061,44.555,49.9928
00:39:40,BUS-05,100,0.0,1.2123,5.2612,44.574,49.9907
00:39:50,BUS-05,100,0.0,1.2066,5.2895,44.593,49.9873
00:40:00,BUS-05,100,0.0,1.1891,5.2462,44.612,49.9859
00:40:10,BUS-05,100,0.0,1.2219,5.3213,44.631,49.9865
00:40:20,BUS-05,100,0.0,1.2356,5.2606,44.65,49.9863
00:40:30,BUS-05,100,0.0,1.1839,5.2841,44.669,49.982
00:40:40,BUS-05,100,0.0,1.2014,5.3034,44.688,49.9742
00:40:50,BUS-05,100,0.0,1.1728,5.2915,44.708,49.9768
00:41:00,BUS-05,100,0.0,1.1944,5.2841,44.727,49.9772
00:41:10,BUS-05,100,0.0,1.189,5.2945,44.746,49.9714
00:41:20,BUS-05,100,0.0,1.2332,5.3267,44.765,49.9802
00:41:30,BUS-05,100,0.0,1.2127,5.3276,44.784,49.9783
00:41:40,BUS-05,100,0.0,1.199,5.2897,44.803,49.9789
00:41:50,BUS-05,100,0.0,1.2017,5.2944,44.822,49.9778
00:42:00,BUS-05,100,0.0,1.1805,5.3427,44.842,49.9773
00:42:10,BUS-05,100,0.0,1.1987,5.3072,44.861,49.977
00:42:20,BUS-05,100,0.0,1.2127,5.2926,44.88,49.9732
00:42:30,BUS-05,100,0.0,1.2165,5.2999,44.899,49.9755
00:42:40,BUS-05,100,0.0,1.228,5.3,44.918,49.9736
00:42:50,BUS-05,100,0.0,1.1906,5.2539,44.937,49.9812
00:43:00,BUS-05,100,0.0,1.1879,5.3091,44.956,49.9796
00:43:10,BUS-05,100,0.0,1.2109,5.2635,44.975,49.9855
00:43:20,BUS-05,100,0.0,1.2135,5.283,44.994,49.9843
00:43:30,BUS-05,100,0.0,1.2097,5.2528,45.013,49.9808
00:43:40,BUS-05,100,0.0,1.1933,5.2817,45.032,49.9754
00:43:50,BUS-05,100,0.0,1.2067,5.3302,45.051,49.9776
00:44:00,BUS-05,100,0.0,1.1964,5.2797,45.07,49.9723
00:44:10,BUS-05,100,0.0,1.1835,5.3039,45.09,49.969
00:44:20,BUS-05,100,0.0,1.1884,5.3098,45.109,49.9627
00:44:30,BUS-05,100,0.0,1.198,5.2981,45.128,49.9663
00:44:40,BUS-05,100,0.0,1.2114,5.3231,45.147,49.9682
00:44:50,BUS-05,100,0.0,1.2076,5.3053,45.166,49.9716
00:45:00,BUS-05,100,0.0,1.1738,5.2884,45.185,49.9727
00:45:10,BUS-05,100,0.0,1.2037,5.3309,45.204,49.9682
00:45:20,BUS-05,100,0.0,1.2019,5.2599,45.223,49.9651
00:45:30,BUS-05,100,0.0,1.1949,5.2804,45.243,49.9669
00:45:40,BUS-05,100,0.0,1.2017,5.3078,45.262,49.9661
00:45:50,BUS-05,100,0.0,1.187,5.3157,45.281,49.9681
00:46:00,BUS-05,100,0.0,1.2463,5.2899,45.3,49.9651
00:46:10,BUS-05,100,0.0,1.1849,5.2705,45.319,49.971
00:46:20,BUS-05,100,0.0,1.1913,5.2746,45.338,49.9723
00:46:30,BUS-05,100,0.0,1.1828,5.2501,45.357,49.9718
00:46:40,BUS-05,100,0.0,1.174,5.2971,45.377,49.9717
00:46:50,BUS-05,100,0.0,1.1967,5.2859,45.396,49.9657
00:47:00,BUS-05,100,0.0,1.2144,5.2955,45.415,49.9697
00:47:10,BUS-05,100,0.0,1.184,5.2825,45.434,49.9742
00:47:20,BUS-05,100,0.0,1.179,5.325,45.453,49.9722
00:47:30,BUS-05,100,0.0,1.204,5.2862,45.472,49.9779
00:47:40,BUS-05,100,0.0,1.2169,5.294,45.491,49.9761
00:47:50,BUS-05,100,0.0,1.2448,5.289,45.51,49.9798
00:48:00,BUS-05,100,0.0,1.1985,5.3215,45.529,49.9822
00:48:10,BUS-05,100,0.0,1.1912,5.2894,45.548,49.9756
00:48:20,BUS-05,100,0.0,1.2003,5.3239,45.568,49.977
00:48:30,BUS-05,100,0.0,1.2057,5.2731,45.587,49.981
00:48:40,BUS-05,100,0.0,1.2156,5.3136,45.606,49.9897
00:48:50,BUS-05,100,0.0,1.2046,5.3342,45.625,49.99
00:49:00,BUS-05,100,0.0,1.1833,5.3044,45.644,49.9894
00:49:10,BUS-05,100,0.0,1.2134,5.3036,45.663,49.9869
00:49:20,BUS-05,100,0.0,1.195,5.2928,45.682,49.9875
00:49:30,BUS-05,100,0.0,1.1795,5.3129,45.701,49.9874
00:49:40,BUS-05,100,0.0,1.1826,5.3087,45.721,49.9863
00:49:50,BUS-05,100,0.0,1.1807,5.272,45.74,49.987
00:50:00,BUS-05,100,0.0,1.2204,5.3405,45.759,49.9956
00:50:10,BUS-05,100,0.0,1.1961,5.2982,45.778,49.9978
00:50:20,BUS-05,100,0.0,1.2018,5.2682,45.797,50.0027
00:50:30,BUS-05,100,0.0,1.219,5.3274,45.816,50.0006
00:50:40,BUS-05,100,0.0,1.2034,5.3021,45.835,49.9966
00:50:50,BUS-05,100,0.0,1.2132,5.3074,45.854,49.9955
00:51:00,BUS-05,100,0.0,1.1906,5.3143,45.873,49.9863
00:51:10,BUS-05,100,0.0,1.2126,5.2985,45.892,49.9865
00:51:20,BUS-05,100,0.0,1.2187,5.2825,45.911,49.9845
00:51:30,BUS-05,100,0.0,1.1966,5.2663,45.93,49.9896
00:51:40,BUS-05,100,0.0,1.2215,5.2744,45.949,49.9864
00:51:50,BUS-05,100,0.0,1.2227,5.2703,45.968,49.9859
00:52:00,BUS-05,100,0.0,1.1935,5.3207,45.987,49.9899
00:52:10,BUS-05,100,0.0,1.1923,5.3105,46.007,49.9911
00:52:20,BUS-05,100,0.0,1.1884,5.2944,46.026,49.992
00:52:30,BUS-05,100,0.0,1.1904,5.2966,46.045,49.9894
00:52:40,BUS-05,100,0.0,1.2005,5.287,46.064,49.9867
00:52:50,BUS-05,100,0.0,1.22,5.3164,46.083,49.9872
00:53:00,BUS-05,100,0.0,1.2216,5.3459,46.102,49.9893
00:53:10,BUS-05,100,0.0,1.1851,5.2881,46.121,49.9926
00:53:20,BUS-05,100,0.0,1.2334,5.2573,46.14,49.9981
00:53:30,BUS-05,100,0.0,1.1826,5.3113,46.159,50.0001
00:53:40,BUS-05,100,0.0,1.2133,5.3067,46.178,49.998
00:53:50,BUS-05,100,0.0,1.2118,5.3187,46.197,49.9965
00:54:00,BUS-05,100,0.0,1.1593,5.2709,46.217,49.9985
00:54:10,BUS-05,100,0.0,1.2173,5.2785,46.236,49.9957
00:54:20,BUS-05,100,0.0,1.2067,5.2772,46.255,49.9911
00:54:30,BUS-05,100,0.0,1.1718,5.3043,46.274,49.9909
00:54:40,BUS-05,100,0.0,1.2184,5.3197,46.293,49.9893
00:54:50,BUS-05,100,0.0,1.2003,5.3082,46.312,49.9887
00:55:00,BUS-05,100,0.0,1.2191,5.2924,46.331,49.9868
00:55:10,BUS-05,100,0.0,1.1971,5.2767,46.35,49.9873
00:55:20,BUS-05,100,0.0,1.2185,5.3073,46.369,49.9852
00:55:30,BUS-05,100,0.0,1.1851,5.3031,46.389,49.9871
00:55:40,BUS-05,100,0.0,1.1924,5.3033,46.408,49.995
00:55:50,BUS-05,100,0.0,1.232,5.2845,46.427,49.9974
00:56:00,BUS-05,100,0.0,1.1931,5.2967,46.446,49.9984
00:56:10,BUS-05,100,0.0,1.2009,5.2578,46.465,49.9959
00:56:20,BUS-05,100,0.0,1.1959,5.3036,46.484,49.986
00:56:30,BUS-05,100,0.0,1.1869,5.2903,46.503,49.9832
00:56:40,BUS-05,100,0.0,1.2049,5.2593,46.522,49.9776
00:56:50,BUS-05,100,0.0,1.1808,5.274,46.542,49.9705
00:57:00,BUS-05,100,0.0,1.2286,5.3121,46.56,49.9672
00:57:10,BUS-05,100,0.0,1.1753,5.2873,46.58,49.9708
00:57:20,BUS-05,100,0.0,1.1989,5.3331,46.599,49.9743
00:57:30,BUS-05,100,0.0,1.2035,5.2757,46.618,49.9759
00:57:40,BUS-05,100,0.0,1.2105,5.3145,46.637,49.9758
00:57:50,BUS-05,100,0.0,1.1992,5.2539,46.656,49.9839
00:58:00,BUS-05,100,0.0,1.1947,5.2881,46.675,49.9876
00:58:10,BUS-05,100,0.0,1.1857,5.2656,46.694,49.9865
00:58:20,BUS-05,100,0.0,1.2021,5.3204,46.714,49.996
00:58:30,BUS-05,100,0.0,1.18,5.2858,46.733,49.9917
00:58:40,BUS-05,100,0.0,1.2181,5.2828,46.752,49.9874
00:58:50,BUS-05,100,0.0,1.2159,5.2894,46.771,49.9907
00:59:00,BUS-05,100,0.0,1.1799,5.2796,46.79,49.9844
00:59:10,BUS-05,100,0.0,1.1599,5.2794,46.809,49.9878
00:59:20,BUS-05,100,0.0,1.2087,5.3215,46.829,49.9945
00:59:30,BUS-05,100,0.0,1.1793,5.3189,46.848,49.9974
00:59:40,BUS-05,100,0.0,1.1866,5.2926,46.867,49.9924
00:59:50,BUS-05,100,0.0,1.1712,5.2428,46.886,49.9978
01:00:00,BUS-05,100,0.0,1.1801,5.2896,46.906,49.9954
01:00:10,BUS-05,100,0.0,1.203,5.2917,46.925,49.9952
01:00:20,BUS-05,100,0.0,1.2205,5.2976,46.944,49.9855
01:00:30,BUS-05,100,0.0,1.1871,5.2996,46.963,49.9864
01:00:40,BUS-05,100,0.0,1.1836,5.3115,46.982,49.9838
01:00:50,BUS-05,100,0.0,1.2063,5.3397,47.001,49.981
01:01:00,BUS-05,100,0.0,1.2416,5.3057,47.02,49.9752
01:01:10,BUS-05,100,0.0,1.2452,5.3043,47.039,49.9793
01:01:20,BUS-05,100,0.0,1.1963,5.2912,47.058,49.9783
01:01:30,BUS-05,100,0.0,1.1901,5.2868,47.077,49.9821
01:01:40,BUS-05,100,0.0,1.1921,5.2943,47.096,49.9776
01:01:50,BUS-05,100,0.0,1.1839,5.3168,47.115,49.9778
01:02:00,BUS-05,100,0.0,1.2066,5.3041,47.134,49.9803
01:02:10,BUS-05,100,0.0,1.2011,5.2896,47.154,49.9804
01:02:20,BUS-05,100,0.0,1.2137,5.3255,47.173,49.9764
01:02:30,BUS-05,100,0.0,1.2006,5.2857,47.192,49.9745
01:02:40,BUS-05,100,0.0,1.1878,5.2798,47.211,49.9764
01:02:50,BUS-05,100,0.0,1.2206,5.2495,47.23,49.9738
